payroll_id,employee_id,pay_period,base_salary_monthly,bonus,overtime_pay,gross_pay,tax_deduction,health_insurance,retirement_401k,other_deductions,net_pay,payment_method,department,currency
PAY000384,EMP01430,Nov 2024,12508.58,582.46,414.79,13505.84,2344.02,520.25,1096.53,8.22,9599.13,Check,Customer Success,USD
PAY000385,EMP01062,Jul 2024,10501.75,2403.18,674.42,13579.35,1601.33,595.01,469.52,106.51,10910.47,Check,Data Science,USD
PAY000386,EMP01882,Nov 2024,6426.25,831.18,69.67,7327.1,791.62,711.8,465.56,185.02,6007.72,Check,Customer Success,USD
PAY000387,EMP01421,Jun 2024,25585.67,1683.62,304.85,27574.14,5322.06,206.41,1413.3,42.2,18704.03,Check,Engineering,USD
PAY000388,EMP01812,Dec 2024,7540.67,374.21,558.65,8473.52,1369.7,555.96,304.24,171.02,6190.69,Direct Deposit,QA,USD
PAY000389,EMP01978,Nov 2024,7913.42,48.06,232.58,8194.05,1170.98,590.12,523.18,194.79,6242.42,Direct Deposit,Marketing,USD
PAY000390,EMP01192,Nov 2024,10632.0,2541.04,394.75,13567.79,1848.97,791.62,348.6,21.69,10486.17,Direct Deposit,Data Science,USD
PAY000391,EMP01018,Dec 2024,6841.75,1517.55,796.76,9156.06,1360.46,282.61,275.6,91.36,6888.62,Direct Deposit,Marketing,USD
PAY000392,EMP01606,Mar 2024,9821.83,879.01,299.32,11000.16,1792.02,695.4,502.54,108.41,8013.47,Direct Deposit,DevOps,USD
PAY000393,EMP01286,Sep 2024,10730.25,1922.45,703.12,13355.81,1849.85,424.83,761.43,120.55,10272.73,Check,QA,USD
PAY000394,EMP01318,May 2024,11190.92,968.6,0.0,12159.51,1766.89,251.57,468.76,139.36,9214.7,Check,Operations,USD
PAY000395,EMP01757,Jun 2024,9308.92,2105.14,1317.95,12732.01,1424.87,338.2,815.53,56.07,10357.23,Direct Deposit,DevOps,USD
PAY000396,EMP01567,Jun 2024,10698.83,926.24,427.86,12052.93,1789.28,301.54,540.44,173.88,9070.8,Direct Deposit,Legal,USD
PAY000397,EMP01164,Dec 2024,16900.25,245.08,520.79,17666.12,3118.3,541.02,1351.41,36.95,12468.96,Direct Deposit,Marketing,USD
PAY000398,EMP01566,Mar 2024,7008.75,182.75,181.22,7372.72,1102.1,504.94,570.32,120.58,5535.88,Direct Deposit,Marketing,USD
PAY000399,EMP01770,May 2024,8678.92,688.95,901.75,10269.61,1293.65,414.39,719.15,193.75,8113.54,Direct Deposit,Design,USD
PAY000400,EMP01716,Dec 2024,18700.33,1888.48,183.2,20772.01,2569.08,573.57,1618.66,52.17,16490.21,Check,Marketing,USD
PAY000401,EMP01810,Aug 2024,19102.92,3137.4,533.72,22774.04,2299.12,778.47,1367.8,116.37,18942.17,Direct Deposit,Engineering,USD
PAY000402,EMP01006,Jul 2024,8636.67,107.61,193.57,8937.85,1434.56,425.8,551.6,35.34,6546.92,Check,Legal,USD
PAY000403,EMP02158,Mar 2024,8121.17,1459.18,470.66,10051.01,1022.31,793.19,644.5,83.5,8347.15,Check,Legal,USD
PAY000404,EMP01225,Apr 2024,6938.83,1606.54,612.94,9158.31,917.68,482.69,446.53,42.73,7628.85,Direct Deposit,HR,USD
PAY000405,EMP01327,Apr 2024,17370.83,2748.89,503.12,20622.84,2637.24,724.71,1625.9,29.16,16227.43,Direct Deposit,HR,USD
PAY000406,EMP01190,Aug 2024,12632.75,1715.46,790.55,15138.76,1993.84,425.02,537.05,153.66,11815.7,Direct Deposit,Research,USD
PAY000407,EMP01098,Oct 2024,6721.75,907.0,388.84,8017.59,914.59,266.5,273.06,60.03,6493.29,Direct Deposit,Customer Success,USD
PAY000408,EMP01828,Jul 2024,10306.83,1658.51,631.45,12596.8,1659.81,719.19,697.05,51.19,9830.44,Direct Deposit,Legal,USD
PAY000409,EMP01272,Sep 2024,8711.42,428.7,104.73,9244.85,1538.18,623.77,677.69,94.12,6681.21,Check,Design,USD
PAY000410,EMP01231,May 2024,8312.5,778.91,0.0,9091.41,1069.59,478.77,816.15,135.57,7308.76,Direct Deposit,Design,USD
PAY000411,EMP01777,Apr 2024,7464.25,159.08,678.28,8301.61,1060.64,642.05,633.56,124.92,6533.87,Check,Design,USD
PAY000412,EMP01231,Oct 2024,8312.5,1067.79,451.88,9832.17,1207.63,517.74,471.98,58.82,7819.45,Direct Deposit,Design,USD
PAY000413,EMP01727,Nov 2024,9527.75,874.39,595.38,10997.52,1759.33,421.02,546.51,169.83,8065.3,Direct Deposit,Data Science,USD
PAY000414,EMP01389,Jul 2024,18964.33,955.68,1202.6,21122.61,2821.85,742.49,1344.73,173.4,16419.53,Direct Deposit,Product,USD
PAY000415,EMP01853,Mar 2024,8985.83,1218.54,245.99,10450.37,1736.41,556.6,842.24,68.51,7556.35,Direct Deposit,Data Science,USD
PAY000416,EMP01524,Aug 2024,9305.0,1897.91,448.48,11651.4,1631.79,647.62,840.02,92.99,8931.74,Check,Engineering,USD
PAY000417,EMP01179,Sep 2024,9227.75,736.28,766.39,10730.42,1691.51,639.65,394.29,173.59,7911.23,Direct Deposit,Data Science,USD
PAY000418,EMP01031,Oct 2024,9567.33,1209.46,534.12,11310.91,1783.27,551.41,340.2,168.59,8338.8,Direct Deposit,Legal,USD
PAY000419,EMP02096,Oct 2024,10673.75,2353.08,390.76,13417.59,2040.72,526.62,547.26,73.45,10016.38,Direct Deposit,Finance,USD
PAY000420,EMP02008,Sep 2024,14095.67,825.3,661.24,15582.21,2914.91,430.67,1122.35,109.76,10724.03,Direct Deposit,Finance,USD
PAY000421,EMP01119,Jun 2024,16315.92,2233.52,1115.17,19664.61,2351.68,678.51,1526.5,2.89,15745.14,Direct Deposit,HR,USD
PAY000422,EMP01194,Dec 2024,16116.83,1738.43,499.76,18355.02,2636.14,699.31,717.62,118.8,13961.46,Check,Research,USD
PAY000423,EMP01931,Dec 2024,10914.83,2514.86,369.77,13799.46,2164.45,641.07,877.62,69.82,10192.04,Direct Deposit,Operations,USD
PAY000424,EMP02013,Mar 2024,8446.25,884.81,1331.61,10662.67,1249.19,734.85,578.5,134.39,8580.69,Direct Deposit,Design,USD
PAY000425,EMP01127,Nov 2024,16114.42,2804.79,123.29,19042.49,2582.0,223.45,1586.67,125.29,14739.16,Check,Research,USD
PAY000426,EMP01454,Aug 2024,11558.17,641.09,168.46,12367.72,1429.87,408.82,853.31,192.33,9984.6,Check,Engineering,USD
PAY000427,EMP01590,Apr 2024,11300.83,1753.42,186.53,13240.78,1942.53,312.86,865.45,99.92,10003.24,Check,Security,USD
PAY000428,EMP01333,Dec 2024,7561.5,1685.86,229.87,9477.23,1073.69,223.51,530.7,185.54,7687.75,Direct Deposit,Finance,USD
PAY000429,EMP01859,Aug 2024,12319.0,1738.43,254.83,14312.25,2542.94,282.99,1147.73,42.26,10074.02,Check,Data Science,USD
PAY000430,EMP01241,Mar 2024,25941.33,4787.57,734.75,31463.65,4425.86,362.66,1565.01,104.37,24087.22,Check,Security,USD
PAY000431,EMP01773,Aug 2024,11251.08,1687.38,152.66,13091.12,1963.31,732.39,626.9,58.31,9818.94,Direct Deposit,DevOps,USD
PAY000432,EMP01497,Feb 2024,11272.5,609.85,566.57,12448.92,2038.7,589.14,362.53,16.05,9051.08,Check,Data Science,USD
PAY000433,EMP02131,May 2024,7681.5,1208.13,1273.34,10162.97,996.21,683.1,655.07,59.85,8502.61,Direct Deposit,Sales,USD
PAY000434,EMP01515,Jul 2024,9187.17,1321.93,267.11,10776.2,1381.34,274.05,850.47,172.51,8473.97,Check,Marketing,USD
PAY000435,EMP01772,Aug 2024,12289.0,605.29,0.0,12894.29,2375.34,401.8,638.45,83.78,8935.39,Direct Deposit,Data Science,USD
PAY000436,EMP01191,Oct 2024,12075.0,2358.76,849.85,15283.61,2135.01,202.98,994.81,14.36,11725.27,Check,Customer Success,USD
PAY000437,EMP01282,Aug 2024,11258.08,2699.61,578.44,14536.13,1972.47,411.89,457.3,111.29,11248.68,Check,DevOps,USD
PAY000438,EMP01406,Oct 2024,12357.17,753.91,104.44,13215.52,1871.57,521.89,976.78,82.67,10096.24,Check,Customer Success,USD
PAY000439,EMP01731,Apr 2024,6818.0,750.87,886.24,8455.11,1157.52,300.81,509.2,173.78,6525.9,Check,HR,USD
PAY000440,EMP01928,Jun 2024,9021.17,2002.5,391.88,11415.55,1203.02,739.34,702.47,40.04,9410.52,Direct Deposit,Design,USD
PAY000441,EMP01112,Jun 2024,13376.83,203.58,332.49,13912.91,2079.22,413.9,1302.51,12.81,10447.54,Direct Deposit,HR,USD
PAY000442,EMP01961,Apr 2024,6272.75,1484.98,1159.15,8916.88,835.06,331.25,540.12,179.07,7525.11,Check,Operations,USD
PAY000443,EMP01110,Feb 2024,6763.33,316.97,343.63,7423.94,1106.45,569.98,450.08,119.68,5579.86,Direct Deposit,Design,USD
PAY000444,EMP01451,Sep 2024,11570.92,2013.99,515.81,14100.72,1655.14,285.26,1150.1,51.39,11342.15,Direct Deposit,Engineering,USD
PAY000445,EMP01117,Dec 2024,7765.5,1760.96,116.15,9642.61,1033.25,343.08,318.37,67.66,7920.53,Direct Deposit,Marketing,USD
PAY000446,EMP01008,Mar 2024,17397.83,3486.02,1181.19,22065.05,2439.87,370.86,1187.73,198.74,17998.59,Check,Operations,USD
PAY000447,EMP01528,Aug 2024,6924.17,481.44,350.77,7756.38,1243.57,722.11,514.35,107.77,5683.76,Direct Deposit,Sales,USD
PAY000448,EMP01733,Dec 2024,17540.92,1480.75,489.6,19511.27,2669.4,307.87,930.31,30.69,15062.27,Check,Data Science,USD
PAY000449,EMP01628,Sep 2024,11227.5,1728.61,77.53,13033.64,2056.7,621.64,961.92,39.38,9605.8,Direct Deposit,DevOps,USD
PAY000450,EMP01180,Apr 2024,9379.25,819.43,279.5,10478.18,1858.66,346.05,794.73,16.89,7380.42,Check,DevOps,USD
PAY000451,EMP01221,Jun 2024,11222.33,2759.89,463.11,14445.32,1991.86,796.58,379.32,102.9,11125.56,Check,Customer Success,USD
PAY000452,EMP02068,Nov 2024,9226.33,1017.62,688.53,10932.48,1160.25,676.06,634.7,60.53,8998.72,Direct Deposit,Security,USD
PAY000453,EMP01629,Apr 2024,12515.75,170.09,272.02,12957.86,2504.13,205.52,1119.63,10.59,8784.31,Direct Deposit,Design,USD
PAY000454,EMP02052,Jun 2024,9867.33,1639.03,1479.04,12985.4,2064.66,730.51,452.41,130.15,9544.3,Direct Deposit,Research,USD
PAY000455,EMP01712,Jan 2024,25709.83,6125.59,869.39,32704.81,3630.51,769.24,1771.65,107.13,26653.96,Check,Security,USD
PAY000456,EMP01905,Apr 2024,10851.17,348.54,392.54,11592.24,1501.52,688.29,978.36,5.39,9089.71,Direct Deposit,QA,USD
PAY000457,EMP01707,Jul 2024,15171.08,2191.0,1192.7,18554.78,1858.03,462.97,1367.7,27.32,15458.07,Direct Deposit,Design,USD
PAY000458,EMP01937,Jun 2024,5569.42,1069.61,73.98,6713.01,717.94,346.49,219.84,20.73,5516.43,Direct Deposit,Customer Success,USD
PAY000459,EMP01263,Feb 2024,6412.25,1522.05,622.32,8556.62,1342.66,675.94,620.11,105.56,6318.84,Check,Customer Success,USD
PAY000460,EMP01640,May 2024,5017.17,921.65,512.7,6451.51,1043.6,250.89,188.81,119.94,4712.18,Check,Customer Success,USD
PAY000461,EMP02110,Apr 2024,11004.67,2639.5,79.81,13723.98,1499.79,796.69,943.86,14.29,11224.32,Direct Deposit,Design,USD
PAY000462,EMP02064,Jul 2024,6909.83,165.52,696.24,7771.6,1110.73,499.65,434.72,14.73,5920.39,Direct Deposit,QA,USD
PAY000463,EMP02191,Dec 2024,9724.67,2090.27,758.28,12573.21,1340.68,653.77,298.96,185.09,10338.74,Check,Marketing,USD
PAY000464,EMP01370,Jun 2024,11694.42,1064.72,609.68,13368.81,1809.62,457.92,1069.68,110.76,10352.78,Direct Deposit,Security,USD
PAY000465,EMP01832,Jan 2024,8988.75,2234.55,95.85,11319.15,1608.42,572.27,280.26,2.24,8638.45,Check,Legal,USD
PAY000466,EMP01885,Sep 2024,11023.42,1288.75,774.61,13086.77,1363.1,308.53,699.44,43.96,10814.94,Check,Customer Success,USD
PAY000467,EMP01923,Apr 2024,12120.33,2358.43,1498.65,15977.42,2296.25,242.27,657.74,104.11,12150.34,Direct Deposit,Marketing,USD
PAY000468,EMP01832,Jul 2024,8988.75,728.99,558.87,10276.61,1350.83,512.64,609.93,94.23,8025.22,Direct Deposit,Legal,USD
PAY000469,EMP01380,Sep 2024,14833.33,1354.81,664.74,16852.89,2087.15,680.32,1169.26,30.99,13374.31,Direct Deposit,Data Science,USD
PAY000470,EMP01516,Oct 2024,7824.42,1476.39,298.79,9599.6,1090.86,568.22,742.01,21.79,7781.51,Check,Sales,USD
PAY000471,EMP02028,Apr 2024,17976.58,4349.02,511.18,22836.78,2339.69,493.56,1299.34,56.39,18937.31,Check,Data Science,USD
PAY000472,EMP01359,Mar 2024,7459.5,62.85,905.09,8427.44,1207.69,319.77,370.75,102.47,6414.62,Direct Deposit,Sales,USD
PAY000473,EMP02052,Oct 2024,9867.33,427.21,1122.09,11416.63,1781.53,770.89,337.92,197.21,8447.42,Direct Deposit,Research,USD
PAY000474,EMP01462,Oct 2024,8583.67,1947.63,0.0,10531.3,1103.67,280.97,412.0,186.1,8691.84,Check,Product,USD
PAY000475,EMP01428,Oct 2024,8483.75,422.53,293.02,9199.3,1191.98,676.54,456.93,115.18,7212.66,Direct Deposit,DevOps,USD
PAY000476,EMP02004,Oct 2024,19806.5,3708.68,75.55,23590.73,2782.11,295.44,694.39,30.3,18953.87,Direct Deposit,Sales,USD
PAY000477,EMP01087,Jan 2024,25847.92,2650.9,732.08,29230.9,3193.2,650.01,940.88,77.01,23908.9,Direct Deposit,Engineering,USD
PAY000478,EMP01750,Oct 2024,9845.17,305.7,552.03,10702.9,1388.12,383.88,688.0,146.85,8389.36,Direct Deposit,Marketing,USD
PAY000479,EMP01389,May 2024,18964.33,4109.58,376.13,23450.04,2625.01,289.7,1289.46,115.0,19075.03,Direct Deposit,Product,USD
PAY000480,EMP02134,Jun 2024,8240.83,1363.2,356.03,9960.06,1155.48,756.37,803.58,67.85,8034.26,Check,Research,USD
PAY000481,EMP02125,Jun 2024,7175.67,527.38,627.38,8330.42,1356.42,416.41,513.22,142.77,6069.73,Direct Deposit,HR,USD
PAY000482,EMP01400,Nov 2024,24371.92,2429.54,483.88,27285.34,3462.32,405.0,1254.9,60.13,21514.8,Check,Product,USD
PAY000483,EMP01759,Apr 2024,10880.58,1139.68,845.9,12866.16,1770.52,292.51,771.16,119.53,9915.29,Check,Customer Success,USD
PAY000484,EMP01113,Feb 2024,15422.67,1071.22,270.43,16764.32,2749.8,676.73,628.61,192.3,12181.32,Check,Research,USD
PAY000485,EMP01019,Jun 2024,8632.33,584.14,322.15,9538.62,1362.9,215.43,825.1,56.39,7267.11,Direct Deposit,Finance,USD
PAY000486,EMP01947,Aug 2024,5015.75,1174.22,639.22,6829.2,895.15,384.54,165.84,166.95,5337.28,Check,Customer Success,USD
PAY000487,EMP02127,Aug 2024,7445.0,302.77,784.85,8532.62,960.1,612.29,281.55,83.66,6932.46,Direct Deposit,QA,USD
PAY000488,EMP01112,Aug 2024,13376.83,2189.33,639.51,16205.68,1877.19,389.34,469.38,92.06,13077.03,Check,HR,USD
PAY000489,EMP02006,Feb 2024,9433.92,1201.36,696.73,11332.01,1244.61,226.51,652.27,86.55,9257.66,Check,Data Science,USD
PAY000490,EMP02146,Aug 2024,9829.92,1092.91,117.12,11039.95,1955.9,355.92,633.39,195.78,7780.13,Check,Security,USD
PAY000491,EMP01444,Aug 2024,6759.25,1491.88,448.59,8699.72,1380.17,568.01,222.99,148.93,6399.45,Check,Finance,USD
PAY000492,EMP01719,Mar 2024,22199.58,466.2,296.84,22962.62,4245.89,530.59,897.44,86.94,15886.14,Check,Security,USD
PAY000493,EMP01930,Sep 2024,5493.17,456.7,1003.39,6953.25,1055.39,606.65,167.83,111.34,5194.27,Check,Customer Success,USD
PAY000494,EMP01839,Jun 2024,8788.33,221.51,635.26,9645.1,1305.28,712.94,794.33,161.51,7469.63,Check,QA,USD
PAY000495,EMP01703,Oct 2024,6711.42,533.73,871.16,8116.3,936.22,599.52,449.19,18.67,6555.93,Check,Customer Success,USD
PAY000496,EMP01902,Mar 2024,7667.17,30.55,681.26,8378.98,1131.58,623.21,420.48,80.59,6493.01,Direct Deposit,Marketing,USD
PAY000497,EMP01440,May 2024,8513.42,2116.88,742.11,11372.41,1232.91,332.18,500.69,151.14,9317.56,Check,Sales,USD
PAY000498,EMP02195,Aug 2024,9825.08,555.18,713.25,11093.51,1876.55,547.14,771.53,101.03,7965.93,Check,Security,USD
PAY000499,EMP01880,Dec 2024,15509.42,2097.38,334.05,17940.85,3202.69,797.45,1377.28,19.65,12603.03,Check,Product,USD
PAY000500,EMP01248,Dec 2024,11631.17,2159.44,911.51,14702.12,1811.08,701.09,1075.06,198.9,11683.65,Check,HR,USD
PAY000501,EMP02141,Nov 2024,9294.08,68.44,461.0,9823.53,1396.82,253.12,874.74,105.05,7495.49,Direct Deposit,Security,USD
PAY000502,EMP01829,Sep 2024,14537.5,2852.12,983.75,18373.37,2809.56,231.91,1370.69,142.18,13690.76,Check,Legal,USD
PAY000503,EMP01933,Nov 2024,9547.33,912.16,158.58,10618.07,1295.18,582.29,397.65,138.12,8459.43,Direct Deposit,Security,USD
PAY000504,EMP01484,May 2024,9370.5,1415.31,162.45,10948.26,1926.68,389.78,332.08,152.01,7737.12,Direct Deposit,Engineering,USD
PAY000505,EMP01579,Oct 2024,5533.17,1268.66,270.05,7071.88,1061.36,219.03,347.22,175.46,5302.94,Check,HR,USD
PAY000506,EMP01939,Jun 2024,18366.17,740.19,282.73,19389.08,2574.98,440.03,1305.09,188.92,15097.45,Direct Deposit,Product,USD
PAY000507,EMP01653,Jan 2024,6063.75,978.82,58.07,7100.65,1169.66,217.42,379.43,120.5,5151.21,Check,HR,USD
PAY000508,EMP01805,May 2024,8441.58,423.21,764.53,9629.32,1272.46,695.38,338.92,0.28,7508.56,Direct Deposit,QA,USD
PAY000509,EMP01917,Feb 2024,10684.67,2159.14,1008.81,13852.61,1285.73,693.79,922.67,190.01,11709.73,Direct Deposit,Research,USD
PAY000510,EMP02035,May 2024,21677.42,228.39,627.59,22533.4,3771.63,548.38,1624.43,71.0,16247.35,Check,Security,USD
PAY000511,EMP02066,Sep 2024,10969.5,774.03,885.81,12629.34,2197.79,707.11,867.98,177.69,8966.36,Direct Deposit,DevOps,USD
PAY000512,EMP01383,Feb 2024,14275.33,3397.75,231.77,17904.85,2676.9,586.38,704.52,85.96,13443.35,Check,Legal,USD
PAY000513,EMP01077,Apr 2024,27006.33,5179.17,569.98,32755.48,4316.93,722.32,1244.18,107.57,25560.6,Direct Deposit,Product,USD
PAY000514,EMP01674,Sep 2024,7277.83,681.93,958.88,8918.64,1283.28,434.79,460.43,23.34,6779.84,Direct Deposit,HR,USD
PAY000515,EMP01356,Sep 2024,7010.42,339.74,434.17,7784.33,1286.16,289.36,593.93,89.28,5640.72,Direct Deposit,Finance,USD
PAY000516,EMP02121,Oct 2024,6606.67,1167.11,953.95,8727.73,1088.79,385.55,270.92,10.79,6913.07,Direct Deposit,QA,USD
PAY000517,EMP01183,Jul 2024,9850.5,1804.58,666.48,12321.55,1212.03,338.05,722.82,99.48,10301.5,Check,Security,USD
PAY000518,EMP02152,Nov 2024,15756.5,992.39,217.23,16966.12,2125.69,227.68,1197.14,163.08,13423.29,Check,Product,USD
PAY000519,EMP01012,Oct 2024,6336.83,1033.54,349.63,7720.0,1062.84,394.48,198.73,23.3,5948.61,Check,Customer Success,USD
PAY000520,EMP01466,Jul 2024,7724.08,630.35,290.25,8644.69,977.15,724.22,370.61,137.51,7016.11,Direct Deposit,Marketing,USD
PAY000521,EMP01893,Jan 2024,12270.08,744.29,449.11,13463.48,2298.14,605.8,836.19,89.36,9633.26,Check,Customer Success,USD
PAY000522,EMP01050,Feb 2024,10412.42,1159.46,997.75,12569.63,2186.51,299.9,338.16,95.99,8925.45,Direct Deposit,Operations,USD
PAY000523,EMP01790,Jun 2024,10920.67,1504.84,443.5,12869.01,1774.81,252.44,367.52,141.29,9910.99,Check,Finance,USD
PAY000524,EMP01095,Oct 2024,11796.0,2565.36,438.3,14799.66,1763.44,609.9,726.1,7.54,11860.59,Check,Data Science,USD
PAY000525,EMP01600,May 2024,11124.67,1145.38,403.0,12673.05,1855.89,524.71,1034.4,17.08,9579.89,Check,QA,USD
PAY000526,EMP01760,May 2024,8356.0,34.71,545.84,8936.55,1178.21,622.72,754.82,118.91,6972.86,Check,Research,USD
PAY000527,EMP01835,Apr 2024,7703.92,1132.89,308.94,9145.74,933.36,510.21,753.16,138.19,7590.15,Check,Finance,USD
PAY000528,EMP01539,Dec 2024,11426.33,1200.45,504.41,13131.19,2178.57,504.58,909.19,181.52,9500.23,Direct Deposit,Engineering,USD
PAY000529,EMP01316,Nov 2024,10895.17,1481.54,225.32,12602.03,1778.89,676.24,471.42,44.82,9637.22,Direct Deposit,Data Science,USD
PAY000530,EMP02039,Jun 2024,12063.17,1941.15,598.07,14602.39,1806.93,250.41,1167.15,55.2,11590.84,Direct Deposit,Finance,USD
PAY000531,EMP01771,Nov 2024,9060.5,1182.73,540.87,10784.1,1130.1,202.82,572.39,56.94,8900.61,Direct Deposit,Security,USD
PAY000532,EMP02174,Feb 2024,7577.17,1155.99,127.03,8860.18,1361.95,240.15,284.54,87.07,6590.27,Direct Deposit,QA,USD
PAY000533,EMP02070,Jul 2024,12674.17,592.21,66.77,13333.15,1944.35,368.47,1156.13,141.54,10092.57,Direct Deposit,Legal,USD
PAY000534,EMP01475,Aug 2024,9575.0,1393.17,1412.58,12380.75,1731.77,205.77,786.58,122.82,9494.47,Direct Deposit,Security,USD
PAY000535,EMP01613,Jun 2024,17165.0,2624.61,173.57,19963.19,3377.37,447.64,1303.49,20.08,14334.23,Check,Data Science,USD
PAY000536,EMP01715,Jan 2024,11060.75,2531.06,807.18,14398.99,1809.5,464.3,750.45,72.83,11383.16,Check,Operations,USD
PAY000537,EMP01558,Feb 2024,7425.08,843.67,384.15,8652.9,978.82,714.5,233.31,197.45,7021.54,Check,QA,USD
PAY000538,EMP01657,Oct 2024,6364.17,8.64,552.36,6925.16,785.74,381.35,192.62,125.68,5615.6,Check,Customer Success,USD
PAY000539,EMP01912,Jun 2024,10533.58,221.21,445.55,11200.35,1508.98,264.19,485.74,77.68,8685.38,Direct Deposit,Data Science,USD
PAY000540,EMP01317,Jan 2024,12123.58,2187.73,639.11,14950.42,1675.6,274.05,522.04,129.63,12157.75,Direct Deposit,Data Science,USD
PAY000541,EMP01939,Nov 2024,18366.17,25.21,163.63,18555.01,2278.74,697.41,562.89,137.71,14757.11,Direct Deposit,Product,USD
PAY000542,EMP01662,Jun 2024,7874.17,1514.52,1341.61,10730.3,1270.57,404.57,552.73,18.87,8612.68,Direct Deposit,Design,USD
PAY000543,EMP01823,Jul 2024,8386.83,285.74,1518.48,10191.05,1326.32,488.42,276.11,38.83,7980.51,Direct Deposit,QA,USD
PAY000544,EMP02112,Apr 2024,18632.92,2132.27,288.52,21053.71,2247.24,607.36,601.84,159.77,17308.31,Direct Deposit,Marketing,USD
PAY000545,EMP01961,Apr 2024,6272.75,73.34,700.76,7046.85,776.46,716.45,434.31,75.11,5752.76,Check,Operations,USD
PAY000546,EMP01054,May 2024,17016.5,818.54,449.49,18284.54,2328.75,316.77,1635.43,193.29,14403.28,Check,DevOps,USD
PAY000547,EMP01860,Aug 2024,10878.67,1376.8,928.58,13184.05,1800.88,716.97,1054.66,50.85,10182.59,Direct Deposit,Customer Success,USD
PAY000548,EMP01909,Oct 2024,15327.08,533.77,464.88,16325.74,3193.29,561.08,987.86,103.49,11003.58,Check,Research,USD
PAY000549,EMP02080,Nov 2024,14785.08,2909.71,291.02,17985.81,2222.51,400.45,835.11,28.0,14281.62,Direct Deposit,Operations,USD
PAY000550,EMP01473,Mar 2024,10084.08,979.69,668.93,11732.7,1516.15,314.1,451.47,16.38,9205.78,Check,DevOps,USD
PAY000551,EMP01284,Aug 2024,10827.5,2468.88,1283.37,14579.74,1767.19,668.32,1007.37,27.58,11634.42,Check,Legal,USD
PAY000552,EMP01522,Dec 2024,6916.25,1678.96,1162.74,9757.95,1328.52,304.28,550.35,48.54,7543.74,Direct Deposit,Sales,USD
PAY000553,EMP01392,Oct 2024,7971.08,157.9,1356.58,9485.57,1584.92,618.32,292.05,48.08,6844.03,Check,QA,USD
PAY000554,EMP01718,May 2024,9929.67,1775.84,239.26,11944.77,1285.59,550.17,781.44,166.14,9802.12,Check,Data Science,USD
PAY000555,EMP01881,May 2024,9096.5,1116.86,840.71,11054.07,1813.88,759.52,417.25,132.18,8030.94,Check,Legal,USD
PAY000556,EMP01187,Mar 2024,12326.25,2032.33,465.39,14823.97,2509.18,359.84,373.62,48.86,10642.0,Check,Design,USD
PAY000557,EMP01937,Apr 2024,5569.42,626.93,793.48,6989.83,699.89,768.36,468.43,75.09,5823.34,Check,Customer Success,USD
PAY000558,EMP01443,Dec 2024,10054.92,728.3,514.82,11298.04,1479.16,743.95,649.77,129.4,8832.77,Direct Deposit,DevOps,USD
PAY000559,EMP01698,Dec 2024,10420.0,488.66,723.96,11632.62,2147.58,208.59,461.63,51.35,8053.32,Direct Deposit,Data Science,USD
PAY000560,EMP01780,Aug 2024,11061.08,31.5,460.26,11552.84,1377.73,220.19,595.82,7.61,9256.62,Check,Engineering,USD
PAY000561,EMP01286,Mar 2024,10730.25,1279.12,682.96,12692.33,1992.17,442.68,597.25,10.82,9372.06,Check,QA,USD
PAY000562,EMP02020,Apr 2024,17477.25,3483.18,132.63,21093.05,3446.3,446.53,732.81,51.66,15349.22,Direct Deposit,Research,USD
PAY000563,EMP02106,Aug 2024,19172.67,3009.85,520.64,22703.16,3810.13,251.92,1357.39,151.46,16352.93,Direct Deposit,Marketing,USD
PAY000564,EMP01598,Feb 2024,10501.75,1540.54,188.32,12230.61,1507.23,796.67,392.99,15.39,9718.55,Direct Deposit,Legal,USD
PAY000565,EMP02008,Feb 2024,14095.67,3079.7,558.14,17733.51,2814.72,251.11,738.52,48.14,13042.32,Direct Deposit,Finance,USD
PAY000566,EMP01859,Dec 2024,12319.0,1732.67,50.39,14102.06,2405.82,460.92,442.33,19.27,10092.36,Direct Deposit,Data Science,USD
PAY000567,EMP01264,May 2024,15133.92,3270.12,1182.91,19586.95,2439.58,450.77,855.53,103.66,15520.98,Check,Product,USD
PAY000568,EMP01210,Apr 2024,8482.92,1573.84,73.37,10130.13,1593.62,369.68,783.46,142.63,7474.09,Direct Deposit,Legal,USD
PAY000569,EMP02178,Jan 2024,9694.83,330.33,241.71,10266.87,1825.65,548.75,955.94,180.83,7224.12,Check,Security,USD
PAY000570,EMP02066,Jan 2024,10969.5,1773.32,232.29,12975.11,2163.83,203.85,943.97,77.21,9368.72,Check,DevOps,USD
PAY000571,EMP02088,Oct 2024,11565.0,236.01,1003.69,12804.71,1761.35,589.26,688.51,174.37,9869.12,Check,Marketing,USD
PAY000572,EMP02131,Oct 2024,7681.5,1315.61,680.78,9677.89,1425.59,225.33,525.71,119.61,7301.91,Direct Deposit,Sales,USD
PAY000573,EMP01130,Sep 2024,14292.08,612.34,0.0,14904.43,2522.18,622.82,1114.33,43.55,10700.79,Check,Operations,USD
PAY000574,EMP01411,Jun 2024,12170.33,1996.17,562.94,14729.45,1976.74,441.69,691.4,154.34,11434.88,Direct Deposit,Design,USD
PAY000575,EMP01065,Mar 2024,13184.58,1952.59,577.04,15714.21,2745.74,469.87,1215.13,1.5,11137.97,Check,Sales,USD
