review_id,employee_id,review_period,reviewer_id,overall_rating,goals_achieved_pct,communication_score,technical_score,leadership_score,collaboration_score,innovation_score,strengths,areas_for_improvement,promotion_recommended,salary_increase_recommended_pct,ai_sentiment_score,review_date
REV00414,EMP01380,Q1 2024,EMP01059,3,96,3,5,8,8,3,Great communicator,Communication clarity,No,13,8.68,2024-10-27
REV00415,EMP01580,Q2 2024,EMP01095,1,114,2,7,1,5,10,Innovative thinker,Time management,No,5,8.78,2023-03-11
REV00416,EMP01913,Q1 2024,EMP01009,3,89,7,9,7,4,8,Problem solver,Time management,No,11,8.08,2024-08-12
REV00417,EMP01315,Annual 2024,EMP01045,4,72,1,5,8,1,6,Customer focused,Time management,No,13,3.86,2023-12-21
REV00418,EMP01556,Annual 2024,EMP01046,5,75,2,7,6,7,7,Leadership potential,Stakeholder management,Yes,10,5.13,2023-04-25
REV00419,EMP01124,Annual 2024,EMP01063,2,44,8,1,2,9,1,Reliable and consistent,Documentation,No,18,2.73,2024-01-12
REV00420,EMP01827,Q4 2023,EMP01031,4,115,3,7,3,6,6,Problem solver,Technical depth,No,13,1.7,2023-01-29
REV00421,EMP02040,Annual 2023,EMP01080,5,70,4,6,10,9,5,Strong technical skills,Strategic thinking,No,2,5.54,2024-11-19
REV00422,EMP02110,Annual 2023,EMP01021,4,106,4,1,5,4,5,Problem solver,Communication clarity,No,19,8.87,2024-05-22
REV00423,EMP01787,Q3 2024,EMP01008,3,55,1,2,4,4,10,Team player,Time management,No,0,3.53,2023-02-18
REV00424,EMP01366,Q4 2023,EMP01025,5,93,6,9,5,10,1,Great communicator,Technical depth,Yes,10,4.89,2023-01-01
REV00425,EMP01217,Annual 2024,EMP01003,3,110,8,1,10,1,10,Reliable and consistent,Strategic thinking,Yes,4,7.14,2024-04-17
REV00426,EMP02074,Q4 2024,EMP01019,4,74,7,4,7,10,2,Great communicator,Strategic thinking,No,16,4.78,2023-10-01
REV00427,EMP01771,Annual 2024,EMP01069,4,88,3,7,10,7,2,Leadership potential,Documentation,No,12,9.58,2024-11-18
REV00428,EMP01682,Q1 2024,EMP01043,4,98,6,3,10,7,10,Innovative thinker,Documentation,No,12,6.61,2024-01-02
REV00429,EMP01402,Annual 2023,EMP01006,4,118,8,9,9,2,5,Great communicator,Documentation,No,8,3.95,2023-06-17
REV00430,EMP02168,Q4 2023,EMP01065,4,100,1,6,1,9,8,Reliable and consistent,Technical depth,Yes,10,4.87,2023-09-29
REV00431,EMP01435,Annual 2024,EMP01069,2,108,9,7,8,9,10,Reliable and consistent,Time management,Yes,7,8.98,2023-04-26
REV00432,EMP01838,Q2 2024,EMP01065,4,47,8,5,2,5,3,Strong technical skills,Time management,No,8,8.53,2024-11-03
REV00433,EMP02157,Q4 2024,EMP01002,5,67,9,3,9,2,5,Strong technical skills,Technical depth,No,5,3.81,2024-06-29
REV00434,EMP01630,Annual 2023,EMP01024,4,85,8,3,4,7,3,Customer focused,Communication clarity,No,1,5.51,2024-08-07
REV00435,EMP01023,Q2 2024,EMP01031,3,77,5,7,9,5,4,Problem solver,Time management,Yes,19,3.9,2024-09-07
REV00436,EMP01561,Q4 2024,EMP01034,3,102,8,4,1,8,10,Strong technical skills,Strategic thinking,No,2,7.26,2024-08-07
REV00437,EMP01889,Annual 2023,EMP01085,5,104,5,7,8,7,2,Customer focused,Time management,No,18,4.35,2023-04-05
REV00438,EMP02101,Q1 2024,EMP01028,4,84,7,3,6,8,7,Problem solver,Time management,Yes,20,6.36,2023-05-26
REV00439,EMP01764,Q1 2024,EMP01094,3,115,6,6,1,1,1,Innovative thinker,Technical depth,Yes,2,4.1,2024-01-27
REV00440,EMP01996,Q2 2024,EMP01029,1,87,8,3,8,6,7,Problem solver,Communication clarity,Yes,5,2.02,2023-11-23
REV00441,EMP01787,Q4 2024,EMP01008,3,111,4,10,1,6,4,Customer focused,Time management,Yes,7,6.78,2024-12-26
REV00442,EMP01567,Annual 2023,EMP01030,4,98,3,1,4,3,5,Team player,Communication clarity,No,20,5.19,2024-05-08
REV00443,EMP01530,Q4 2023,EMP01060,4,118,5,7,7,9,6,Team player,Communication clarity,Yes,3,9.71,2023-10-28
REV00444,EMP01731,Q3 2024,EMP01038,3,111,10,9,9,1,8,Customer focused,Technical depth,No,20,9.42,2024-03-23
REV00445,EMP02165,Q3 2024,EMP01053,4,96,9,6,7,5,6,Great communicator,Documentation,No,5,3.49,2024-04-04
REV00446,EMP01825,Q2 2024,EMP01006,3,108,3,10,9,6,2,Leadership potential,Technical depth,No,5,7.0,2024-05-17
REV00447,EMP01302,Q3 2024,EMP01006,2,110,8,8,9,7,4,Innovative thinker,Documentation,Yes,8,3.56,2024-05-04
REV00448,EMP01975,Q4 2023,EMP01022,3,96,7,4,10,8,2,Strong technical skills,Communication clarity,Yes,16,5.83,2023-07-03
REV00449,EMP01717,Q4 2023,EMP01097,5,93,1,7,9,9,9,Leadership potential,Stakeholder management,Yes,5,9.56,2023-12-05
REV00450,EMP02003,Annual 2023,EMP01090,1,81,8,9,5,7,3,Problem solver,Time management,No,6,3.36,2024-02-21
REV00451,EMP01483,Q1 2024,EMP01016,4,91,6,2,6,4,2,Problem solver,Time management,Yes,2,7.09,2023-08-28
REV00452,EMP02041,Q4 2024,EMP01077,2,118,9,8,10,1,9,Leadership potential,Documentation,No,13,3.83,2023-04-21
REV00453,EMP01934,Q3 2024,EMP01069,3,92,1,2,8,1,6,Team player,Strategic thinking,No,14,1.33,2024-12-05
REV00454,EMP01487,Q3 2024,EMP01007,4,61,3,7,5,2,3,Innovative thinker,Stakeholder management,Yes,10,2.39,2024-11-04
REV00455,EMP02074,Q4 2024,EMP01019,3,102,9,8,4,6,2,Leadership potential,Strategic thinking,No,4,1.05,2023-07-04
REV00456,EMP01235,Annual 2024,EMP01041,5,55,2,4,2,9,1,Strong technical skills,Communication clarity,Yes,8,6.41,2023-02-22
REV00457,EMP01053,Annual 2023,EMP01078,4,108,5,8,6,6,6,Customer focused,Documentation,No,7,3.61,2024-10-22
REV00458,EMP01316,Q2 2024,EMP01026,4,69,10,2,4,3,2,Team player,Stakeholder management,No,18,8.31,2023-09-26
REV00459,EMP01910,Q4 2024,EMP01025,3,115,9,1,9,5,7,Customer focused,Communication clarity,No,18,9.82,2024-04-09
REV00460,EMP01462,Q4 2024,EMP01024,3,82,7,3,8,2,4,Customer focused,Time management,No,8,9.23,2024-02-06
REV00461,EMP01888,Q4 2024,EMP01070,3,112,9,10,1,10,1,Leadership potential,Stakeholder management,Yes,18,3.67,2024-06-21
REV00462,EMP01289,Q1 2024,EMP01054,5,58,7,5,7,6,9,Customer focused,Communication clarity,Yes,8,7.83,2024-02-03
REV00463,EMP01359,Q1 2024,EMP01069,2,107,5,3,1,10,3,Customer focused,Technical depth,No,7,7.17,2023-02-15
REV00464,EMP01858,Q4 2024,EMP01038,2,50,3,3,1,3,2,Reliable and consistent,Documentation,Yes,4,6.81,2024-06-03
REV00465,EMP01513,Q1 2024,EMP01076,3,105,5,1,6,5,2,Leadership potential,Documentation,Yes,5,9.97,2024-05-15
REV00466,EMP01012,Q1 2024,EMP01032,4,97,8,8,6,2,10,Strong technical skills,Time management,No,5,2.43,2024-03-17
REV00467,EMP01044,Q4 2023,EMP01033,3,99,9,5,4,3,7,Customer focused,Technical depth,No,9,4.8,2024-10-13
REV00468,EMP01324,Q1 2024,EMP01094,4,66,3,4,4,9,6,Innovative thinker,Communication clarity,No,13,9.63,2024-05-07
REV00469,EMP01348,Q1 2024,EMP01019,4,110,6,9,3,2,10,Leadership potential,Documentation,Yes,10,6.42,2024-09-19
REV00470,EMP01609,Q4 2024,EMP01006,2,74,4,2,3,2,3,Reliable and consistent,Technical depth,No,16,6.52,2023-07-20
REV00471,EMP02074,Q4 2024,EMP01019,3,66,1,8,9,2,5,Great communicator,Communication clarity,Yes,14,1.19,2024-02-27
REV00472,EMP01650,Q1 2024,EMP01056,4,119,3,5,5,6,5,Customer focused,Technical depth,No,14,1.62,2023-08-25
REV00473,EMP01159,Q3 2024,EMP01098,5,93,9,8,4,2,1,Problem solver,Technical depth,No,12,8.24,2023-11-21
REV00474,EMP01876,Annual 2023,EMP01024,5,69,10,5,7,9,5,Reliable and consistent,Strategic thinking,No,3,8.27,2024-08-09
REV00475,EMP01026,Q2 2024,EMP01033,5,111,6,9,8,3,7,Team player,Documentation,No,15,4.15,2023-07-11
REV00476,EMP01705,Annual 2023,EMP01012,2,59,7,5,3,2,1,Problem solver,Communication clarity,No,14,8.33,2024-06-12
REV00477,EMP01795,Q1 2024,EMP01070,4,95,7,5,10,8,1,Leadership potential,Documentation,No,10,6.21,2024-09-27
REV00478,EMP01004,Annual 2023,EMP01041,4,120,2,10,7,5,4,Team player,Technical depth,No,4,2.7,2023-12-08
REV00479,EMP02154,Q1 2024,EMP01082,3,49,2,9,8,1,1,Strong technical skills,Time management,No,4,2.61,2023-02-26
REV00480,EMP01520,Q2 2024,EMP01042,2,61,1,9,10,4,10,Reliable and consistent,Stakeholder management,Yes,16,6.14,2023-02-01
REV00481,EMP01431,Q4 2023,EMP01097,3,97,2,1,2,5,8,Problem solver,Technical depth,No,11,9.07,2024-09-20
REV00482,EMP02055,Q1 2024,EMP01052,4,102,4,10,1,7,7,Reliable and consistent,Time management,No,16,5.78,2024-05-29
REV00483,EMP01528,Q4 2023,EMP01041,4,44,3,8,4,2,7,Strong technical skills,Communication clarity,Yes,1,2.38,2023-11-09
REV00484,EMP01495,Q1 2024,EMP01016,3,65,3,8,1,6,3,Innovative thinker,Time management,No,19,8.32,2024-10-12
REV00485,EMP02085,Q3 2024,EMP01086,3,78,7,9,7,7,8,Leadership potential,Documentation,Yes,13,6.53,2023-05-03
REV00486,EMP01410,Q2 2024,EMP01005,4,79,1,1,1,1,2,Team player,Stakeholder management,Yes,6,5.03,2023-10-05
REV00487,EMP01702,Annual 2023,EMP01013,1,100,4,9,3,4,3,Problem solver,Technical depth,No,7,3.01,2024-03-13
REV00488,EMP02141,Annual 2024,EMP01028,5,58,4,4,5,6,1,Great communicator,Technical depth,Yes,3,5.24,2024-02-19
REV00489,EMP01533,Q4 2023,EMP01007,4,93,7,2,1,1,1,Strong technical skills,Technical depth,No,2,8.67,2023-05-06
REV00490,EMP01769,Q4 2023,EMP01068,3,74,8,10,4,10,4,Team player,Technical depth,No,18,1.77,2023-02-27
REV00491,EMP01188,Q4 2023,EMP01063,5,89,4,2,6,6,6,Strong technical skills,Documentation,Yes,16,5.33,2024-05-25
REV00492,EMP02128,Q3 2024,EMP01097,4,52,4,2,9,4,9,Problem solver,Communication clarity,No,1,6.99,2024-07-04
REV00493,EMP01413,Q3 2024,EMP01065,3,108,6,1,2,4,9,Great communicator,Communication clarity,No,11,7.43,2024-11-23
REV00494,EMP01438,Annual 2024,EMP01015,2,79,3,10,4,3,7,Innovative thinker,Technical depth,No,1,1.59,2024-04-04
REV00495,EMP01368,Q2 2024,EMP01089,5,102,1,2,1,7,6,Team player,Stakeholder management,Yes,11,3.65,2024-08-01
REV00496,EMP01700,Q1 2024,EMP01024,4,69,2,1,9,3,7,Problem solver,Documentation,No,14,3.82,2024-09-04
REV00497,EMP01882,Annual 2023,EMP01068,4,40,7,1,5,2,9,Leadership potential,Strategic thinking,No,0,6.5,2024-01-04
REV00498,EMP01556,Q4 2023,EMP01046,5,52,2,9,3,9,10,Problem solver,Time management,Yes,15,3.82,2024-03-17
REV00499,EMP01444,Q2 2024,EMP01071,3,70,1,10,8,6,4,Team player,Documentation,No,6,2.02,2023-09-26
REV00500,EMP01841,Annual 2024,EMP01047,5,57,9,10,7,10,2,Leadership potential,Time management,No,10,6.82,2024-07-12
REV00501,EMP01624,Q2 2024,EMP01032,3,80,5,10,7,5,3,Problem solver,Time management,No,18,9.02,2024-08-10
REV00502,EMP01974,Q2 2024,EMP01020,3,83,9,4,1,1,4,Reliable and consistent,Strategic thinking,Yes,17,7.99,2024-01-13
REV00503,EMP01582,Annual 2023,EMP01094,5,71,5,5,10,2,1,Reliable and consistent,Communication clarity,Yes,17,9.23,2023-09-03
REV00504,EMP01127,Q4 2024,EMP01012,5,63,8,3,8,8,9,Team player,Technical depth,Yes,15,6.25,2024-12-03
REV00505,EMP01916,Annual 2024,EMP01025,2,104,2,9,2,7,8,Great communicator,Stakeholder management,No,3,2.07,2023-08-20
REV00506,EMP01417,Q1 2024,EMP01071,3,102,4,7,2,8,5,Reliable and consistent,Stakeholder management,Yes,3,5.26,2024-09-20
REV00507,EMP01100,Q4 2024,EMP01035,4,40,1,1,1,1,2,Team player,Communication clarity,Yes,20,2.52,2023-05-01
REV00508,EMP01408,Annual 2024,EMP01051,4,42,5,1,2,2,4,Problem solver,Time management,Yes,20,6.03,2023-03-21
REV00509,EMP01843,Q2 2024,EMP01002,4,102,3,5,5,4,8,Leadership potential,Technical depth,Yes,12,1.68,2023-11-14
REV00510,EMP01616,Q4 2024,EMP01008,4,52,6,9,4,4,7,Reliable and consistent,Strategic thinking,No,9,5.39,2023-02-15
REV00511,EMP01921,Q4 2024,EMP01079,2,105,8,2,10,3,10,Strong technical skills,Strategic thinking,No,7,9.49,2023-05-15
REV00512,EMP02087,Q4 2023,EMP01042,3,55,10,8,9,10,7,Great communicator,Communication clarity,No,12,4.7,2024-09-23
REV00513,EMP01843,Q1 2024,EMP01002,3,113,10,3,8,8,1,Leadership potential,Documentation,No,11,5.1,2023-10-31
REV00514,EMP01784,Annual 2023,EMP01070,3,116,8,8,6,10,8,Customer focused,Stakeholder management,No,6,7.23,2024-10-03
REV00515,EMP01735,Q1 2024,EMP01076,1,99,6,1,7,9,3,Team player,Documentation,No,15,3.12,2023-08-18
REV00516,EMP01823,Q2 2024,EMP01040,3,76,2,3,7,8,9,Leadership potential,Technical depth,No,1,5.02,2024-10-22
REV00517,EMP01791,Q3 2024,EMP01004,3,91,1,6,3,2,8,Team player,Communication clarity,Yes,7,2.96,2024-10-15
REV00518,EMP01485,Q4 2024,EMP01013,4,111,10,3,9,9,1,Problem solver,Documentation,No,18,6.91,2023-12-21
REV00519,EMP01486,Annual 2024,EMP01073,4,103,7,10,4,1,9,Team player,Stakeholder management,Yes,14,6.39,2024-08-19
REV00520,EMP02062,Q1 2024,EMP01036,5,116,1,7,3,4,2,Reliable and consistent,Documentation,Yes,7,7.96,2023-10-28
REV00521,EMP01913,Q1 2024,EMP01073,5,79,8,1,9,5,9,Leadership potential,Stakeholder management,Yes,3,7.33,2023-06-12
REV00522,EMP01433,Q4 2024,EMP01079,4,80,10,7,4,5,4,Leadership potential,Technical depth,Yes,19,3.26,2024-03-03
REV00523,EMP01206,Annual 2023,EMP01080,4,90,8,3,5,1,9,Leadership potential,Communication clarity,No,15,1.51,2024-12-31
REV00524,EMP01365,Q2 2024,EMP01053,5,87,7,7,8,1,2,Great communicator,Strategic thinking,No,3,5.18,2023-01-08
REV00525,EMP01398,Annual 2024,EMP01063,3,118,10,10,3,1,8,Great communicator,Strategic thinking,No,17,9.4,2023-01-23
REV00526,EMP01221,Q2 2024,EMP01069,2,53,9,10,7,1,6,Strong technical skills,Communication clarity,Yes,12,1.98,2024-10-11
REV00527,EMP01132,Q4 2023,EMP01022,3,51,8,5,2,5,7,Reliable and consistent,Technical depth,Yes,10,1.77,2023-07-07
REV00528,EMP01366,Annual 2024,EMP01025,3,83,6,10,2,7,5,Great communicator,Technical depth,No,12,2.74,2024-12-07
REV00529,EMP01287,Q4 2023,EMP01100,3,105,7,5,9,7,6,Strong technical skills,Time management,No,9,3.36,2023-11-30
REV00530,EMP01262,Annual 2024,EMP01054,3,40,2,10,2,7,6,Team player,Stakeholder management,Yes,14,1.18,2024-02-07
REV00531,EMP01950,Q4 2023,EMP01060,4,120,8,8,9,2,4,Innovative thinker,Time management,Yes,10,2.35,2023-10-10
REV00532,EMP01795,Q4 2023,EMP01070,3,114,2,6,4,6,1,Strong technical skills,Documentation,Yes,6,9.67,2023-03-19
REV00533,EMP01757,Q3 2024,EMP01097,1,88,4,10,3,10,5,Leadership potential,Technical depth,Yes,6,2.3,2024-04-11
REV00534,EMP01127,Q1 2024,EMP01012,1,119,10,2,3,7,5,Team player,Strategic thinking,Yes,15,7.4,2024-09-16
REV00535,EMP01815,Q1 2024,EMP01074,5,42,6,1,10,2,7,Team player,Communication clarity,No,4,6.93,2024-02-05
REV00536,EMP01187,Q3 2024,EMP01093,4,68,3,9,7,6,8,Great communicator,Time management,No,5,7.37,2024-08-10
REV00537,EMP02085,Q1 2024,EMP01086,2,67,1,1,7,3,4,Great communicator,Strategic thinking,No,20,6.6,2023-10-02
REV00538,EMP01526,Q1 2024,EMP01029,3,113,2,8,8,7,2,Leadership potential,Time management,No,19,8.29,2023-04-08
REV00539,EMP01678,Q2 2024,EMP01036,4,59,4,4,6,10,2,Team player,Documentation,No,11,2.86,2024-01-18
REV00540,EMP01366,Q3 2024,EMP01025,3,109,8,3,5,6,1,Innovative thinker,Documentation,Yes,18,3.28,2023-09-30
REV00541,EMP02165,Q4 2023,EMP01053,4,51,7,9,3,9,10,Problem solver,Time management,No,20,2.16,2023-10-20
REV00542,EMP01558,Q4 2024,EMP01060,3,52,7,4,7,3,10,Customer focused,Time management,No,16,4.88,2024-10-19
REV00543,EMP01417,Annual 2023,EMP01071,5,96,4,3,3,4,3,Problem solver,Technical depth,No,13,2.8,2024-07-23
REV00544,EMP02060,Q2 2024,EMP01051,4,50,3,6,5,2,5,Reliable and consistent,Communication clarity,No,15,9.47,2024-07-08
REV00545,EMP01412,Q4 2023,EMP01069,3,40,5,5,8,5,2,Customer focused,Stakeholder management,Yes,6,3.46,2023-03-21
REV00546,EMP01005,Q3 2024,EMP01021,4,78,1,7,6,3,6,Team player,Communication clarity,No,7,6.69,2023-10-02
REV00547,EMP01439,Annual 2024,EMP01088,3,108,4,5,6,2,10,Reliable and consistent,Technical depth,Yes,17,6.87,2024-09-10
REV00548,EMP01649,Q4 2023,EMP01004,3,73,8,3,9,2,6,Customer focused,Time management,No,13,2.6,2024-12-31
REV00549,EMP01001,Q1 2024,EMP01092,4,62,3,1,5,4,8,Customer focused,Time management,Yes,19,8.79,2024-07-15
REV00550,EMP01683,Q2 2024,EMP01037,3,72,10,3,7,2,6,Problem solver,Strategic thinking,No,0,3.9,2024-03-11
REV00551,EMP01799,Q2 2024,EMP01094,2,111,1,9,3,1,8,Strong technical skills,Strategic thinking,No,16,9.08,2023-06-25
REV00552,EMP01058,Q4 2024,EMP01001,5,85,3,2,1,10,5,Problem solver,Communication clarity,Yes,8,5.42,2023-03-25
REV00553,EMP01308,Q1 2024,EMP01070,4,102,10,3,10,10,1,Problem solver,Technical depth,Yes,0,1.14,2024-11-19
REV00554,EMP01249,Q2 2024,EMP01072,4,111,3,6,8,10,10,Team player,Technical depth,No,8,9.36,2023-06-22
REV00555,EMP01623,Annual 2024,EMP01047,1,62,3,5,1,9,1,Customer focused,Stakeholder management,Yes,0,3.1,2024-06-30
REV00556,EMP01152,Q4 2023,EMP01034,2,84,1,7,9,6,3,Innovative thinker,Stakeholder management,Yes,16,5.59,2024-07-29
REV00557,EMP02172,Q4 2024,EMP01094,3,113,3,1,9,6,2,Reliable and consistent,Time management,No,4,6.82,2024-06-06
REV00558,EMP01603,Q4 2023,EMP01072,5,42,10,10,10,8,5,Innovative thinker,Time management,Yes,14,1.99,2024-08-19
REV00559,EMP01094,Q2 2024,EMP01074,3,104,8,4,8,3,6,Strong technical skills,Time management,No,10,6.42,2024-03-12
REV00560,EMP01733,Q3 2024,EMP01002,4,66,5,4,3,10,8,Leadership potential,Documentation,No,2,4.02,2024-11-03
REV00561,EMP01270,Annual 2024,EMP01094,5,83,10,10,6,8,2,Innovative thinker,Stakeholder management,No,1,1.4,2023-04-01
REV00562,EMP01874,Annual 2024,EMP01011,4,46,4,6,4,4,7,Team player,Technical depth,No,4,2.03,2024-04-26
REV00563,EMP01262,Q2 2024,EMP01054,3,83,2,6,6,9,9,Leadership potential,Stakeholder management,No,3,9.85,2024-10-26
REV00564,EMP01402,Annual 2023,EMP01006,3,99,1,7,2,2,6,Innovative thinker,Communication clarity,Yes,3,8.6,2024-12-14
REV00565,EMP01758,Annual 2024,EMP01064,4,83,10,5,10,2,10,Problem solver,Documentation,No,10,7.04,2023-12-10
REV00566,EMP01173,Q4 2023,EMP01078,3,90,7,7,5,9,2,Innovative thinker,Communication clarity,Yes,6,8.1,2023-09-28
REV00567,EMP01038,Annual 2024,EMP01007,4,51,10,9,1,2,2,Strong technical skills,Stakeholder management,No,17,2.48,2023-10-08
REV00568,EMP01401,Q2 2024,EMP01008,3,84,5,10,6,2,9,Great communicator,Documentation,No,15,5.51,2024-11-10
REV00569,EMP01483,Annual 2024,EMP01016,3,97,10,2,6,5,4,Leadership potential,Strategic thinking,No,1,9.03,2023-08-07
REV00570,EMP01400,Q3 2024,EMP01078,4,108,10,4,1,5,10,Innovative thinker,Time management,No,1,6.47,2023-03-13
REV00571,EMP01055,Q1 2024,EMP01098,3,81,7,10,9,2,10,Team player,Communication clarity,No,2,4.58,2024-08-26
REV00572,EMP02107,Q2 2024,EMP01094,3,89,5,1,4,1,8,Reliable and consistent,Time management,Yes,18,8.37,2024-08-03
REV00573,EMP01044,Annual 2023,EMP01033,5,75,1,9,2,1,7,Customer focused,Time management,Yes,18,1.94,2024-09-30
REV00574,EMP01543,Q3 2024,EMP01089,2,81,10,3,1,9,7,Reliable and consistent,Communication clarity,No,9,6.21,2023-12-29
REV00575,EMP02012,Q3 2024,EMP01005,4,65,10,4,2,9,6,Leadership potential,Stakeholder management,Yes,8,8.96,2023-09-09
REV00576,EMP01376,Q4 2023,EMP01025,5,53,3,7,9,9,9,Great communicator,Time management,No,20,9.3,2024-10-07
REV00577,EMP02082,Q4 2024,EMP01059,5,120,4,3,1,2,10,Customer focused,Time management,No,0,5.41,2024-06-21
REV00578,EMP01179,Q4 2023,EMP01096,4,56,4,3,6,6,9,Great communicator,Time management,No,20,2.05,2024-03-26
REV00579,EMP01669,Q4 2023,EMP01033,2,86,2,9,1,8,9,Innovative thinker,Technical depth,No,8,4.5,2024-03-21
REV00580,EMP02144,Annual 2023,EMP01046,4,42,1,5,3,6,10,Customer focused,Stakeholder management,Yes,15,1.83,2023-12-13
REV00581,EMP01380,Q3 2024,EMP01059,5,109,5,8,10,6,2,Leadership potential,Time management,Yes,18,8.68,2024-09-22
REV00582,EMP01032,Annual 2024,EMP01006,2,73,1,10,1,6,5,Innovative thinker,Technical depth,No,13,2.53,2024-01-19
REV00583,EMP01212,Annual 2024,EMP01047,2,84,4,9,10,8,4,Strong technical skills,Stakeholder management,No,12,7.69,2024-05-12
REV00584,EMP01517,Annual 2023,EMP01011,3,72,5,3,1,4,2,Reliable and consistent,Stakeholder management,No,18,5.44,2024-02-19
REV00585,EMP01504,Annual 2024,EMP01072,2,56,5,6,1,8,8,Team player,Stakeholder management,No,10,1.38,2024-09-30
REV00586,EMP01611,Annual 2023,EMP01004,4,53,10,3,3,8,2,Leadership potential,Stakeholder management,No,6,8.71,2024-09-13
REV00587,EMP01941,Q2 2024,EMP01063,3,93,1,2,8,8,3,Leadership potential,Technical depth,Yes,16,1.61,2023-07-28
REV00588,EMP01187,Annual 2024,EMP01093,5,52,4,6,5,3,8,Strong technical skills,Time management,No,4,2.92,2024-10-23
REV00589,EMP02133,Annual 2024,EMP01054,2,120,1,1,3,6,4,Strong technical skills,Technical depth,No,15,7.61,2023-01-18
REV00590,EMP02141,Q4 2023,EMP01028,2,87,4,4,2,2,6,Leadership potential,Technical depth,No,7,3.91,2024-02-29
REV00591,EMP01259,Annual 2024,EMP01064,5,111,8,6,4,2,9,Innovative thinker,Strategic thinking,No,7,4.41,2024-07-30
REV00592,EMP01222,Q1 2024,EMP01060,3,115,7,5,6,9,8,Great communicator,Stakeholder management,No,6,6.85,2023-08-03
REV00593,EMP02051,Q1 2024,EMP01027,5,60,2,7,9,9,1,Customer focused,Time management,Yes,16,2.4,2023-03-27
REV00594,EMP02023,Annual 2024,EMP01012,5,82,6,8,5,2,3,Reliable and consistent,Time management,No,3,5.9,2023-07-15
REV00595,EMP02014,Q2 2024,EMP01046,3,49,8,10,2,10,5,Innovative thinker,Documentation,Yes,20,4.29,2024-04-29
REV00596,EMP01630,Annual 2023,EMP01024,3,114,7,3,6,4,7,Customer focused,Time management,Yes,15,2.11,2023-05-20
REV00597,EMP01068,Q2 2024,EMP01004,3,86,8,5,2,8,6,Leadership potential,Technical depth,No,5,2.87,2023-01-06
REV00598,EMP01074,Q2 2024,EMP01055,3,62,3,4,8,2,7,Leadership potential,Technical depth,No,6,6.96,2023-07-17
REV00599,EMP02074,Annual 2024,EMP01019,5,85,2,10,10,10,8,Problem solver,Time management,Yes,2,3.85,2024-09-20
REV00600,EMP01238,Q4 2023,EMP01019,4,41,10,10,4,1,7,Customer focused,Stakeholder management,Yes,4,1.43,2024-12-16
REV00601,EMP02154,Q1 2024,EMP01082,4,51,8,4,2,1,2,Strong technical skills,Strategic thinking,Yes,0,9.6,2023-09-26
REV00602,EMP01567,Q1 2024,EMP01030,1,82,3,1,5,10,6,Leadership potential,Stakeholder management,No,12,7.39,2023-04-02
REV00603,EMP01036,Q2 2024,EMP01004,4,116,6,4,8,3,3,Customer focused,Documentation,No,7,8.43,2023-07-07
REV00604,EMP02077,Q4 2024,EMP01042,1,83,4,3,5,5,9,Strong technical skills,Stakeholder management,No,19,8.35,2024-12-28
REV00605,EMP01629,Q3 2024,EMP01086,4,91,6,5,4,10,6,Problem solver,Strategic thinking,No,3,3.31,2023-08-30
REV00606,EMP02114,Q1 2024,EMP01094,3,77,6,4,5,8,5,Great communicator,Time management,No,1,7.54,2023-09-29
REV00607,EMP01995,Annual 2024,EMP01064,4,55,9,3,3,3,4,Innovative thinker,Documentation,Yes,20,6.16,2023-10-24
REV00608,EMP01411,Q4 2023,EMP01083,4,78,9,5,9,6,7,Innovative thinker,Technical depth,Yes,2,7.3,2023-07-01
REV00609,EMP01173,Annual 2023,EMP01078,3,57,10,10,2,5,3,Leadership potential,Documentation,Yes,15,1.58,2023-07-27
REV00610,EMP02157,Q4 2024,EMP01002,2,69,9,3,8,7,5,Leadership potential,Time management,No,6,7.6,2023-12-27
REV00611,EMP01472,Q3 2024,EMP01006,3,58,6,10,2,4,8,Problem solver,Time management,No,14,4.97,2024-11-14
REV00612,EMP01321,Q1 2024,EMP01080,5,98,9,1,4,10,10,Team player,Technical depth,No,17,4.56,2023-02-22
REV00613,EMP02044,Q4 2023,EMP01078,3,67,10,2,10,2,10,Team player,Strategic thinking,No,16,9.41,2024-07-31
REV00614,EMP01124,Q4 2024,EMP01063,5,66,6,1,8,4,10,Innovative thinker,Strategic thinking,Yes,10,1.1,2023-02-07
REV00615,EMP01566,Q4 2024,EMP01035,2,52,2,5,7,3,8,Reliable and consistent,Stakeholder management,No,5,1.64,2024-12-24
REV00616,EMP02102,Q4 2023,EMP01040,5,99,3,5,4,9,2,Innovative thinker,Technical depth,Yes,13,8.82,2023-12-26
REV00617,EMP01124,Annual 2023,EMP01063,5,74,10,10,8,6,4,Strong technical skills,Time management,Yes,8,4.46,2023-08-06
REV00618,EMP01360,Q4 2024,EMP01034,3,76,6,1,2,3,3,Problem solver,Time management,No,16,6.82,2024-05-29
REV00619,EMP01437,Q4 2024,EMP01070,2,50,3,1,6,10,4,Strong technical skills,Strategic thinking,No,16,6.56,2023-08-28
REV00620,EMP01040,Q4 2024,EMP01058,4,63,3,1,3,5,2,Customer focused,Stakeholder management,No,18,4.95,2024-11-27
REV00621,EMP01580,Annual 2024,EMP01095,4,110,3,9,3,7,7,Customer focused,Technical depth,Yes,0,7.0,2024-09-04
